movie_name,movie_director,movie_year,movie_rank,critic_name,critic_org,critic_cn
Inside Llewyn Davis,Joel and Ethan Coen,2013,4,Jordan Raup,The Film Stage,US
Zodiac,David Fincher,2007,5,Jordan Raup,The Film Stage,US
Inherent Vice,Paul Thomas Anderson,2014,6,Jordan Raup,The Film Stage,US
Children of Men,Alfonso Cuarón,2006,7,Jordan Raup,The Film Stage,US
Lost in Translation,Sofia Coppola,2003,8,Jordan Raup,The Film Stage,US
25th Hour,Spike Lee,2002,9,Jordan Raup,The Film Stage,US
Carol,Todd Haynes,2015,10,Jordan Raup,The Film Stage,US
Mulholland Drive,David Lynch,2001,1,Isabelle Regnier,Le Monde,France
The Captive,Chantal Akerman,2000,2,Isabelle Regnier,Le Monde,France
Tie Xi Qu: West of the Tracks,Wang Bing,2002,3,Isabelle Regnier,Le Monde,France
The Yards,James Gray,2000,4,Isabelle Regnier,Le Monde,France
Platform,Jia Zhangke,2000,5,Isabelle Regnier,Le Monde,France
Shara,Naomi Kawase,2003,6,Isabelle Regnier,Le Monde,France
Ten,Abbas Kiarostami,2002,7,Isabelle Regnier,Le Monde,France
Twixt,Francis Ford Coppola,2011,8,Isabelle Regnier,Le Monde,France
To Die Like a Man,João Pedro Rodrigues,2009,9,Isabelle Regnier,Le Monde,France
Spring Breakers,Harmony Korine,2012,10,Isabelle Regnier,Le Monde,France
The Diving Bell and the Butterfly,Julian Schnabel,2007,1,Mauricio Reina,El Tiempo,Colombia
Blue Is the Warmest Color,Abdellatif Kechiche,2013,2,Mauricio Reina,El Tiempo,Colombia
Let the Right One In,Tomas Alfredson,2008,3,Mauricio Reina,El Tiempo,Colombia
The Act of Killing,Joshua Oppenheimer,2012,4,Mauricio Reina,El Tiempo,Colombia
Pan's Labyrinth,Guillermo Del Toro,2006,5,Mauricio Reina,El Tiempo,Colombia
There Will Be Blood,Paul Thomas Anderson,2007,6,Mauricio Reina,El Tiempo,Colombia
A Separation,Asghar Farhadi,2011,7,Mauricio Reina,El Tiempo,Colombia
A Prophet,Jacques Audiard,2009,8,Mauricio Reina,El Tiempo,Colombia
WALL-E,Andrew Stanton,2008,9,Mauricio Reina,El Tiempo,Colombia
District 9,Neill Blomkamp,2009,10,Mauricio Reina,El Tiempo,Colombia
Certified Copy,Abbas Kiarostami,2010,1,Scott Renshaw,Salt Lake City Weekly,US
Inside Llewyn Davis,Joel and Ethan Coen,2013,2,Scott Renshaw,Salt Lake City Weekly,US
The Master,Paul Thomas Anderson,2012,3,Scott Renshaw,Salt Lake City Weekly,US
In the Mood for Love,Wong Kar-wai,2000,4,Scott Renshaw,Salt Lake City Weekly,US
It's Such a Beautiful Day,Don Hertzfeldt,2012,5,Scott Renshaw,Salt Lake City Weekly,US
The Deep Blue Sea,Terence Davies,2011,6,Scott Renshaw,Salt Lake City Weekly,US
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,7,Scott Renshaw,Salt Lake City Weekly,US
Sita Sings the Blues,Nina Paley,2008,8,Scott Renshaw,Salt Lake City Weekly,US
The Babadook,Jennifer Kent,2014,9,Scott Renshaw,Salt Lake City Weekly,US
Holy Motors,Leos Carax,2012,10,Scott Renshaw,Salt Lake City Weekly,US
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,1,Katey Rich,Vanity Fair,US
WALL-E,Andrew Stanton,2008,2,Katey Rich,Vanity Fair,US
In the Mood for Love,Wong Kar-wai,2000,3,Katey Rich,Vanity Fair,US
There Will Be Blood,Paul Thomas Anderson,2007,4,Katey Rich,Vanity Fair,US
Take This Waltz,Sarah Polley,2011,5,Katey Rich,Vanity Fair,US
The Diving Bell and the Butterfly,Julian Schnabel,2007,6,Katey Rich,Vanity Fair,US
Son of Saul,László Nemes,2015,7,Katey Rich,Vanity Fair,US
Man on Wire,James Marsch,2008,8,Katey Rich,Vanity Fair,US
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,9,Katey Rich,Vanity Fair,US
Avatar,James Cameron,2009,10,Katey Rich,Vanity Fair,US
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,1,Carrie Rickey,Freelance film critic,US
Bend It Like Beckham,Gurinder Chadha,2002,2,Carrie Rickey,Freelance film critic,US
Her,Spike Jonze,2013,3,Carrie Rickey,Freelance film critic,US
Ida,Paweł Pawlikowski,2013,4,Carrie Rickey,Freelance film critic,US
The Namesake,Mira Nair,2006,5,Carrie Rickey,Freelance film critic,US
The New World,Terrence Malick,2005,6,Carrie Rickey,Freelance film critic,US
Pan's Labyrinth,Guillermo Del Toro,2006,7,Carrie Rickey,Freelance film critic,US
Paradise Now,Hany Abu-Assad,2005,8,Carrie Rickey,Freelance film critic,US
Selma,Ava DuVernay,2014,9,Carrie Rickey,Freelance film critic,US
The Social Network,David Fincher,2010,10,Carrie Rickey,Freelance film critic,US
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,1,Sam Rigby,BBC Culture,UK
Brokeback Mountain,Ang Lee,2005,2,Sam Rigby,BBC Culture,UK
The Dark Knight,Christopher Nolan,2008,3,Sam Rigby,BBC Culture,UK
Finding Nemo,Andrew Stanton and Lee Unkrich,2003,4,Sam Rigby,BBC Culture,UK
Whiplash,Damien Chazelle,2014,5,Sam Rigby,BBC Culture,UK
Shame,Steve McQueen,2011,6,Sam Rigby,BBC Culture,UK
Revolutionary Road,Sam Mendes,2008,7,Sam Rigby,BBC Culture,UK
Inside Llewyn Davis,Joel and Ethan Coen,2013,8,Sam Rigby,BBC Culture,UK
Weekend,Andrew Haigh,2011,9,Sam Rigby,BBC Culture,UK
Persepolis,Vincent Paronnaud and Marjane Satrapi,2007,10,Sam Rigby,BBC Culture,UK
In the Mood for Love,Wong Kar-wai,2000,1,Antonio Mazón Robau,Cinemateca de Cuba,Cuba
Son of Saul,László Nemes,2015,2,Antonio Mazón Robau,Cinemateca de Cuba,Cuba
The Hurt Locker,Kathryn Bigelow,2008,3,Antonio Mazón Robau,Cinemateca de Cuba,Cuba
The Beat That My Heart Skipped,Jacques Audiard,2005,4,Antonio Mazón Robau,Cinemateca de Cuba,Cuba
The Edge of Heaven,Fatih Akin,2007,5,Antonio Mazón Robau,Cinemateca de Cuba,Cuba
Waltz with Bashir,Ari Folman,2008,6,Antonio Mazón Robau,Cinemateca de Cuba,Cuba
Oldboy,Park Chan-wook,2003,7,Antonio Mazón Robau,Cinemateca de Cuba,Cuba
Good Bye Lenin!,Wolfgang Becker,2003,8,Antonio Mazón Robau,Cinemateca de Cuba,Cuba
Ida,Paweł Pawlikowski,2013,9,Antonio Mazón Robau,Cinemateca de Cuba,Cuba
Incendies,Denis Villeneuve,2010,10,Antonio Mazón Robau,Cinemateca de Cuba,Cuba
Mulholland Drive,David Lynch,2001,1,Tim Robey,The Daily Telegraph,UK
"Synecdoche, New York",Charlie Kaufman,2008,2,Tim Robey,The Daily Telegraph,UK
Birth,Jonathan Glazer,2004,3,Tim Robey,The Daily Telegraph,UK
Elena,Andrey Zvyagintsev,2011,4,Tim Robey,The Daily Telegraph,UK
Carol,Todd Haynes,2015,5,Tim Robey,The Daily Telegraph,UK
Tabu,Miguel Gomes,2012,6,Tim Robey,The Daily Telegraph,UK
Master and Commander: The Far Side of the World,Peter Weir,2003,7,Tim Robey,The Daily Telegraph,UK
Margaret,Kenneth Lonergan,2011,8,Tim Robey,The Daily Telegraph,UK
There Will Be Blood,Paul Thomas Anderson,2007,9,Tim Robey,The Daily Telegraph,UK
12 Years a Slave,Steve McQueen,2013,10,Tim Robey,The Daily Telegraph,UK
25th Hour,Spike Lee,2002,1,Tasha Robinson,The Verge,US
City of God,Fernando Meirelles and Kátia Lund,2002,2,Tasha Robinson,The Verge,US
The Act of Killing,Joshua Oppenheimer,2012,3,Tasha Robinson,The Verge,US
The Prestige,Christopher Nolan,2006,4,Tasha Robinson,The Verge,US
Spirited Away,Hayao Miyazaki,2001,5,Tasha Robinson,The Verge,US
The Incredibles,Brad Bird,2004,6,Tasha Robinson,The Verge,US
Gosford Park,Robert Altman,2001,7,Tasha Robinson,The Verge,US
Memento,Christopher Nolan,2000,8,Tasha Robinson,The Verge,US
Song of the Sea,Tomm Moore,2014,9,Tasha Robinson,The Verge,US
"Synecdoche, New York",Charlie Kaufman,2008,10,Tasha Robinson,The Verge,US
Mulholland Drive,David Lynch,2001,1,Rene Rodriguez,The Miami Herald,US
In the Mood for Love,Wong Kar-wai,2000,2,Rene Rodriguez,The Miami Herald,US
No Country For Old Men,Joel and Ethan Coen,2007,3,Rene Rodriguez,The Miami Herald,US
There Will Be Blood,Paul Thomas Anderson,2007,4,Rene Rodriguez,The Miami Herald,US
Spirited Away,Hayao Miyazaki,2001,5,Rene Rodriguez,The Miami Herald,US
City of God,Fernando Meirelles and Kátia Lund,2002,6,Rene Rodriguez,The Miami Herald,US
Yi Yi: A One and a Two,Edward Yang,2000,7,Rene Rodriguez,The Miami Herald,US
Adaptation,Spike Jonze,2002,8,Rene Rodriguez,The Miami Herald,US
A Separation,Asghar Farhadi,2011,9,Rene Rodriguez,The Miami Herald,US
Elephant,Gus Van Sant,2003,10,Rene Rodriguez,The Miami Herald,US
Werckmeister Harmonies,Béla Tarr and Ágnes Hranitzky,2000,1,Jonathan Romney,Freelance film critic,UK
Syndromes and a Century,Apichatpong Weerasethakul,2006,2,Jonathan Romney,Freelance film critic,UK
My Winnipeg,Guy Maddin,2007,3,Jonathan Romney,Freelance film critic,UK
35 Shots of Rum,Claire Denis,2008,4,Jonathan Romney,Freelance film critic,UK
The Royal Tenenbaums,Wes Anderson,2001,5,Jonathan Romney,Freelance film critic,UK
The Great Beauty,Paolo Sorrentino,2013,6,Jonathan Romney,Freelance film critic,UK
"Monsters, Inc.","Pete Docter, David Silverman and Lee Unkrich",2001,7,Jonathan Romney,Freelance film critic,UK
The Arbor,Clio Barnard,2010,8,Jonathan Romney,Freelance film critic,UK
The Clock,Christian Marclay,2010,9,Jonathan Romney,Freelance film critic,UK
"Goodbye, Dragon Inn",Tsai Ming-liang,2003,10,Jonathan Romney,Freelance film critic,UK
Zodiac,David Fincher,2007,1,Alyssa Rosenberg,The Washington Post,US
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,2,Alyssa Rosenberg,The Washington Post,US
Zero Dark Thirty,Kathryn Bigelow,2012,3,Alyssa Rosenberg,The Washington Post,US
Spirited Away,Hayao Miyazaki,2001,4,Alyssa Rosenberg,The Washington Post,US
2046,Wong Kar-wai,2004,5,Alyssa Rosenberg,The Washington Post,US
Moonrise Kingdom,Wes Anderson,2012,6,Alyssa Rosenberg,The Washington Post,US
Beasts of the Southern Wild,Benh Zeitlin,2012,7,Alyssa Rosenberg,The Washington Post,US
Boyhood,Richard Linklater,2014,8,Alyssa Rosenberg,The Washington Post,US
Short Term 12,Destin Daniel Cretton,2013,9,Alyssa Rosenberg,The Washington Post,US
Monster,Patty Jenkins,2003,10,Alyssa Rosenberg,The Washington Post,US
Caramel,Nadine Labaki,2007,1,E Nina Rothe,The Huffington Post,Italy
The Tiger and the Snow,Roberto Benigni,2005,2,E Nina Rothe,The Huffington Post,Italy
Taxi Tehran,Jafar Panahi,2015,3,E Nina Rothe,The Huffington Post,Italy
A Borrowed Identity,Eran Riklis,2014,4,E Nina Rothe,The Huffington Post,Italy
When I Saw You,Annemarie Jacir,2012,5,E Nina Rothe,The Huffington Post,Italy
99 Homes,Ramin Bahrani,2014,6,E Nina Rothe,The Huffington Post,Italy
Somewhere,Sofia Coppola,2010,7,E Nina Rothe,The Huffington Post,Italy
Human,Yann Arthus-Bertrand,2015,8,E Nina Rothe,The Huffington Post,Italy
Brokeback Mountain,Ang Lee,2005,9,E Nina Rothe,The Huffington Post,Italy
About Elly,Asghar Farhadi,2009,10,E Nina Rothe,The Huffington Post,Italy
Zodiac,David Fincher,2007,1,Joshua Rothkopf,Time Out New York,US
Mulholland Drive,David Lynch,2001,2,Joshua Rothkopf,Time Out New York,US
In the Mood for Love,Wong Kar-wai,2000,3,Joshua Rothkopf,Time Out New York,US
Yi Yi: A One and a Two,Edward Yang,2000,4,Joshua Rothkopf,Time Out New York,US
Boyhood,Richard Linklater,2014,5,Joshua Rothkopf,Time Out New York,US
American Psycho,Mary Harron,2000,6,Joshua Rothkopf,Time Out New York,US
Lilya 4-Ever,Lukas Moodysson,2002,7,Joshua Rothkopf,Time Out New York,US
Drive,Nicolas Winding Refn,2011,8,Joshua Rothkopf,Time Out New York,US
25th Hour,Spike Lee,2002,9,Joshua Rothkopf,Time Out New York,US
A Serious Man,Joel and Ethan Coen,2009,10,Joshua Rothkopf,Time Out New York,US
The Tree of Life,Terrence Malick,2011,1,Mohammed Rouda,Asharq Al-Awsat,Lebanon
Children of Men,Alfonso Cuarón,2006,2,Mohammed Rouda,Asharq Al-Awsat,Lebanon
Alexandre Sokurov,Aleksandr Sokurov,2015,3,Mohammed Rouda,Asharq Al-Awsat,Lebanon
There Will Be Blood,Paul Thomas Anderson,2007,4,Mohammed Rouda,Asharq Al-Awsat,Lebanon
Letters From Iwo Jima,Clint Eastwood,2006,5,Mohammed Rouda,Asharq Al-Awsat,Lebanon
The Death of Mr Lazarescu,Cristi Puiu,2005,6,Mohammed Rouda,Asharq Al-Awsat,Lebanon
Paradise Now,Hany Abu-Assad,2005,7,Mohammed Rouda,Asharq Al-Awsat,Lebanon
Leviathan,Andrey Zvyagintsev,2014,8,Mohammed Rouda,Asharq Al-Awsat,Lebanon
A Pigeon Sat on a Branch Reflecting on Existence,Roy Andersson,2014,9,Mohammed Rouda,Asharq Al-Awsat,Lebanon
Amélie,Jean-Pierre Jeunet,2001,10,Mohammed Rouda,Asharq Al-Awsat,Lebanon
Inside Llewyn Davis,Joel and Ethan Coen,2013,1,Mike Ryan,Uproxx,US
25th Hour,Spike Lee,2002,2,Mike Ryan,Uproxx,US
Almost Famous,Cameron Crowe,2000,3,Mike Ryan,Uproxx,US
Lost in Translation,Sofia Coppola,2003,4,Mike Ryan,Uproxx,US
Punch-Drunk Love,Paul Thomas Anderson,2002,5,Mike Ryan,Uproxx,US
Zodiac,David Fincher,2007,6,Mike Ryan,Uproxx,US
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,7,Mike Ryan,Uproxx,US
The Social Network,David Fincher,2010,8,Mike Ryan,Uproxx,US
12 Years a Slave,Steve McQueen,2013,9,Mike Ryan,Uproxx,US
Spotlight,Tom McCarthy,2015,10,Mike Ryan,Uproxx,US
In the Mood for Love,Wong Kar-wai,2000,1,Alaka Sahani,The Indian Express,India
The Lives of Others,Florian Henckel von Donnersmarck,2006,2,Alaka Sahani,The Indian Express,India
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,3,Alaka Sahani,The Indian Express,India
Kill Bill: Vol. 1,Quentin Tarantino,2003,4,Alaka Sahani,The Indian Express,India
Inception,Christopher Nolan,2010,5,Alaka Sahani,The Indian Express,India
Talk to Her,Pedro Almodóvar,2002,6,Alaka Sahani,The Indian Express,India
Amores Perros,Alejandro González Iñárritu,2000,7,Alaka Sahani,The Indian Express,India
Infernal Affairs,Andrew Lau and Alan Mak,2002,8,Alaka Sahani,The Indian Express,India
Lost in Translation,Sofia Coppola,2003,9,Alaka Sahani,The Indian Express,India
Shrek,Andrew Adamson and Vicky Jenson,2001,10,Alaka Sahani,The Indian Express,India
The Time That Remains,Elia Suleiman,2009,1,Rasha Salti,Independent curator/film programmer,Lebanon
The Turin Horse,Béla Tarr and Ágnes Hranitzky,2011,2,Rasha Salti,Independent curator/film programmer,Lebanon
The Box of Life,Ossama Mohammed,2002,3,Rasha Salti,Independent curator/film programmer,Lebanon
Men at Work,Mani Haghighi,2006,4,Rasha Salti,Independent curator/film programmer,Lebanon
Tey,Alain Gomis,2012,5,Rasha Salti,Independent curator/film programmer,Lebanon
A Touch of Sin,Jia Zhangke,2013,6,Rasha Salti,Independent curator/film programmer,Lebanon
My Heart Beats Only for Her,Mohamed Soueid,2009,7,Rasha Salti,Independent curator/film programmer,Lebanon
Arabian Nights: Volume 1 – The Restless One,Miguel Gomes,2015,8,Rasha Salti,Independent curator/film programmer,Lebanon
Nostalgia for the Light,Patricio Guzmán,2010,9,Rasha Salti,Independent curator/film programmer,Lebanon
"I Travel Because I Have To, I Come Back Because I Love You",Karim Aïnouz and Marcelo Gomes,2009,10,Rasha Salti,Independent curator/film programmer,Lebanon
Werckmeister Harmonies,Béla Tarr and Ágnes Hranitzky,2000,1,Eric Sasono,Freelance film critic,Indonesia
Leviathan,Lucien Castaing-Taylor and Verena Paravel,2012,2,Eric Sasono,Freelance film critic,Indonesia
The Gleaners and I,Agnès Varda,2000,3,Eric Sasono,Freelance film critic,Indonesia
The Great Beauty,Paolo Sorrentino,2013,4,Eric Sasono,Freelance film critic,Indonesia
The Act of Killing,Joshua Oppenheimer,2012,5,Eric Sasono,Freelance film critic,Indonesia
"Norte, the End of History",Lav Diaz,2013,6,Eric Sasono,Freelance film critic,Indonesia
Caché,Michael Haneke,2005,7,Eric Sasono,Freelance film critic,Indonesia
Nostalgia for the Light,Patricio Guzmán,2010,8,Eric Sasono,Freelance film critic,Indonesia
Spirited Away,Hayao Miyazaki,2001,9,Eric Sasono,Freelance film critic,Indonesia
A Separation,Asghar Farhadi,2011,10,Eric Sasono,Freelance film critic,Indonesia
The New World,Terrence Malick,2005,1,Nick Schager,Variety,US
Mulholland Drive,David Lynch,2001,2,Nick Schager,Variety,US
Zodiac,David Fincher,2007,3,Nick Schager,Variety,US
There Will Be Blood,Paul Thomas Anderson,2007,4,Nick Schager,Variety,US
In the Mood for Love,Wong Kar-wai,2000,5,Nick Schager,Variety,US
Three Times,Hou Hsiao-hsien,2005,6,Nick Schager,Variety,US
The Tree of Life,Terrence Malick,2011,7,Nick Schager,Variety,US
The Act of Killing,Joshua Oppenheimer,2012,8,Nick Schager,Variety,US
"Synecdoche, New York",Charlie Kaufman,2008,9,Nick Schager,Variety,US
Pulse,Kiyoshi Kurosawa,2001,10,Nick Schager,Variety,US
In the Mood for Love,Wong Kar-wai,2000,1,Missy Schwartz,Freelance film critic,US
Zero Dark Thirty,Kathryn Bigelow,2012,2,Missy Schwartz,Freelance film critic,US
Inside Out,Pete Docter,2015,3,Missy Schwartz,Freelance film critic,US
Brokeback Mountain,Ang Lee,2005,4,Missy Schwartz,Freelance film critic,US
The Departed,Martin Scorsese,2006,5,Missy Schwartz,Freelance film critic,US
12 Years a Slave,Steve McQueen,2013,6,Missy Schwartz,Freelance film critic,US
Talk to Her,Pedro Almodóvar,2002,7,Missy Schwartz,Freelance film critic,US
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,8,Missy Schwartz,Freelance film critic,US
No Country For Old Men,Joel and Ethan Coen,2007,9,Missy Schwartz,Freelance film critic,US
Beginners,Mike Mills,2010,10,Missy Schwartz,Freelance film critic,US
Gett: The Trial of Viviane Amselem,Ronit Elkabetz and Shlomi Elkabetz,2014,1,Matt Zoller Seitz,New York Magazine,US
The Act of Killing,Joshua Oppenheimer,2012,2,Matt Zoller Seitz,New York Magazine,US
The Look of Silence,Joshua Oppenheimer,2014,3,Matt Zoller Seitz,New York Magazine,US
The Tree of Life,Terrence Malick,2011,4,Matt Zoller Seitz,New York Magazine,US
Knight of Cups,Terrence Malick,2015,5,Matt Zoller Seitz,New York Magazine,US
Inherent Vice,Paul Thomas Anderson,2014,6,Matt Zoller Seitz,New York Magazine,US
The Grand Budapest Hotel,Wes Anderson,2014,7,Matt Zoller Seitz,New York Magazine,US
A Separation,Asghar Farhadi,2011,8,Matt Zoller Seitz,New York Magazine,US
Godzilla,Gareth Edwards,2014,9,Matt Zoller Seitz,New York Magazine,US
Under the Skin,Jonathan Glazer,2013,10,Matt Zoller Seitz,New York Magazine,US
No,Pablo Larraín,2012,1,Avner Shavit,Walla,Israel
Persepolis,Vincent Paronnaud and Marjane Satrapi,2007,2,Avner Shavit,Walla,Israel
Boyhood,Richard Linklater,2014,3,Avner Shavit,Walla,Israel
Mulholland Drive,David Lynch,2001,4,Avner Shavit,Walla,Israel
The Hurt Locker,Kathryn Bigelow,2008,5,Avner Shavit,Walla,Israel
Girlhood,Céline Sciamma,2014,6,Avner Shavit,Walla,Israel
Eden,Mia Hansen-Løve,2014,7,Avner Shavit,Walla,Israel
A Touch of Sin,Jia Zhangke,2013,8,Avner Shavit,Walla,Israel
24 Hour Party People,Michael Winterbottom,2002,9,Avner Shavit,Walla,Israel
Toni Erdmann,Maren Ade,2016,10,Avner Shavit,Walla,Israel
There Will Be Blood,Paul Thomas Anderson,2007,1,Catherine Shoard,The Guardian,UK
12 Years a Slave,Steve McQueen,2013,2,Catherine Shoard,The Guardian,UK
Under the Skin,Jonathan Glazer,2013,3,Catherine Shoard,The Guardian,UK
Leviathan,Andrey Zvyagintsev,2014,4,Catherine Shoard,The Guardian,UK
The Great Beauty,Paolo Sorrentino,2013,5,Catherine Shoard,The Guardian,UK
Nebraska,Alexander Payne,2013,6,Catherine Shoard,The Guardian,UK
Before Sunset,Richard Linklater,2004,7,Catherine Shoard,The Guardian,UK
Team America: World Police,Trey Parker,2004,8,Catherine Shoard,The Guardian,UK
Dogville,Lars von Trier,2003,9,Catherine Shoard,The Guardian,UK
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles,2006,10,Catherine Shoard,The Guardian,UK
Yi Yi: A One and a Two,Edward Yang,2000,1,Yael Shuv,Time Out Tel Aviv,Israel
Spirited Away,Hayao Miyazaki,2001,2,Yael Shuv,Time Out Tel Aviv,Israel
Margaret,Kenneth Lonergan,2011,3,Yael Shuv,Time Out Tel Aviv,Israel
There Will Be Blood,Paul Thomas Anderson,2007,4,Yael Shuv,Time Out Tel Aviv,Israel
The Grand Budapest Hotel,Wes Anderson,2014,5,Yael Shuv,Time Out Tel Aviv,Israel
Still Walking,Hirokazu Koreeda,2008,6,Yael Shuv,Time Out Tel Aviv,Israel
Moolaadé,Ousmane Sembène,2004,7,Yael Shuv,Time Out Tel Aviv,Israel
Memento,Christopher Nolan,2000,8,Yael Shuv,Time Out Tel Aviv,Israel
Oldboy,Park Chan-wook,2003,9,Yael Shuv,Time Out Tel Aviv,Israel
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,10,Yael Shuv,Time Out Tel Aviv,Israel
Boyhood,Richard Linklater,2014,1,Matt Singer,ScreenCrush,US
Holy Motors,Leos Carax,2012,2,Matt Singer,ScreenCrush,US
Mulholland Drive,David Lynch,2001,3,Matt Singer,ScreenCrush,US
Memento,Christopher Nolan,2000,4,Matt Singer,ScreenCrush,US
The Master,Paul Thomas Anderson,2012,5,Matt Singer,ScreenCrush,US
Inside Llewyn Davis,Joel and Ethan Coen,2013,6,Matt Singer,ScreenCrush,US
The Diving Bell and the Butterfly,Julian Schnabel,2007,7,Matt Singer,ScreenCrush,US
My Winnipeg,Guy Maddin,2007,8,Matt Singer,ScreenCrush,US
Inside Out,Pete Docter,2015,9,Matt Singer,ScreenCrush,US
Step Brothers,Adam McKay,2008,10,Matt Singer,ScreenCrush,US
Bright Star,Jane Campion,2009,1,Justine A Smith,Freelance film critic,Canada
Mad Max: Fury Road,George Miller,2015,2,Justine A Smith,Freelance film critic,Canada
Caché,Michael Haneke,2005,3,Justine A Smith,Freelance film critic,Canada
Zodiac,David Fincher,2007,4,Justine A Smith,Freelance film critic,Canada
Mr Turner,Mike Leigh,2014,5,Justine A Smith,Freelance film critic,Canada
Amour,Michael Haneke,2012,6,Justine A Smith,Freelance film critic,Canada
The Master,Paul Thomas Anderson,2012,7,Justine A Smith,Freelance film critic,Canada
Only Lovers Left Alive,Jim Jarmusch,2013,8,Justine A Smith,Freelance film critic,Canada
Inside Llewyn Davis,Joel and Ethan Coen,2013,9,Justine A Smith,Freelance film critic,Canada
Tabu,Miguel Gomes,2012,10,Justine A Smith,Freelance film critic,Canada
Memento,Christopher Nolan,2000,1,Eric D Snider,Freelance film critic,US
Requiem for a Dream,Darren Aronofsky,2000,2,Eric D Snider,Freelance film critic,US
The Lord of the Rings: The Return of the King,Peter Jackson,2003,3,Eric D Snider,Freelance film critic,US
Drive,Nicolas Winding Refn,2011,4,Eric D Snider,Freelance film critic,US
Holy Motors,Leos Carax,2012,5,Eric D Snider,Freelance film critic,US
Mad Max: Fury Road,George Miller,2015,6,Eric D Snider,Freelance film critic,US
Kill List,Ben Wheatley,2011,7,Eric D Snider,Freelance film critic,US
Toy Story 3,Lee Unkrich,2010,8,Eric D Snider,Freelance film critic,US
Kiss Kiss Bang Bang,Shane Black,2005,9,Eric D Snider,Freelance film critic,US
Inside Llewyn Davis,Joel and Ethan Coen,2013,10,Eric D Snider,Freelance film critic,US
Mulholland Drive,David Lynch,2001,1,Soh Jae Yong,Seoul Institute of the Arts,South Korea
No Country For Old Men,Joel and Ethan Coen,2007,2,Soh Jae Yong,Seoul Institute of the Arts,South Korea
Amélie,Jean-Pierre Jeunet,2001,3,Soh Jae Yong,Seoul Institute of the Arts,South Korea
Memento,Christopher Nolan,2000,4,Soh Jae Yong,Seoul Institute of the Arts,South Korea
In the Mood for Love,Wong Kar-wai,2000,5,Soh Jae Yong,Seoul Institute of the Arts,South Korea
Talk to Her,Pedro Almodóvar,2002,6,Soh Jae Yong,Seoul Institute of the Arts,South Korea
Memories of Murder,Bong Joon-ho,2003,7,Soh Jae Yong,Seoul Institute of the Arts,South Korea
WALL-E,Andrew Stanton,2008,8,Soh Jae Yong,Seoul Institute of the Arts,South Korea
Bowling for Columbine,Michael Moore,2002,9,Soh Jae Yong,Seoul Institute of the Arts,South Korea
Children of Men,Alfonso Cuarón,2006,10,Soh Jae Yong,Seoul Institute of the Arts,South Korea
Mulholland Drive,David Lynch,2001,1,Fernanda Solórzano,Letras Libres Magazine,Mexico
Son of Saul,László Nemes,2015,2,Fernanda Solórzano,Letras Libres Magazine,Mexico
Ida,Paweł Pawlikowski,2013,3,Fernanda Solórzano,Letras Libres Magazine,Mexico
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,4,Fernanda Solórzano,Letras Libres Magazine,Mexico
The White Ribbon,Michael Haneke,2009,5,Fernanda Solórzano,Letras Libres Magazine,Mexico
Still Walking,Hirokazu Koreeda,2008,6,Fernanda Solórzano,Letras Libres Magazine,Mexico
The Act of Killing,Joshua Oppenheimer,2012,7,Fernanda Solórzano,Letras Libres Magazine,Mexico
Dogville,Lars von Trier,2003,8,Fernanda Solórzano,Letras Libres Magazine,Mexico
Birdman,Alejandro González Iñárritu,2014,9,Fernanda Solórzano,Letras Libres Magazine,Mexico
Grizzly Man,Werner Herzog,2005,10,Fernanda Solórzano,Letras Libres Magazine,Mexico
Amour,Michael Haneke,2012,1,David Stratton,The Australian,Australia
Distant,Nuri Bilge Ceylan,2002,2,David Stratton,The Australian,Australia
A Separation,Asghar Farhadi,2011,3,David Stratton,The Australian,Australia
Samson & Delilah,Warwick Thornton,2009,4,David Stratton,The Australian,Australia
Leviathan,Andrey Zvyagintsev,2014,5,David Stratton,The Australian,Australia
Still Walking,Hirokazu Koreeda,2008,6,David Stratton,The Australian,Australia
Talk to Her,Pedro Almodóvar,2002,7,David Stratton,The Australian,Australia
Million Dollar Baby,Clint Eastwood,2004,8,David Stratton,The Australian,Australia
No Country For Old Men,Joel and Ethan Coen,2007,9,David Stratton,The Australian,Australia
The Man Without A Past,Aki Kaurismäki,2002,10,David Stratton,The Australian,Australia
Mysteries of Lisbon,Raoul Ruiz,2010,1,Cédric Succivalli,International Cinephile Society,Italy
Margaret,Kenneth Lonergan,2011,2,Cédric Succivalli,International Cinephile Society,Italy
The New World,Terrence Malick,2005,3,Cédric Succivalli,International Cinephile Society,Italy
Secret Things,Jean-Claude Brisseau,2002,4,Cédric Succivalli,International Cinephile Society,Italy
