,properties.article,geometry.coordinates,geometry.type,properties.headline,properties.group_id,properties.group_name,properties.color,properties.radius
358,<div id='movie'><h1><b>Selected Movies</b></h1><P>Dirty Pretty Things: 1 vote</p><p>High Fidelity: 1 vote</p><p>The Queen: 1 vote</P></div>,"[-1.14042, 52.63796]",Point,"Stephen Frears's birthplace is Leicester, Leicestershire, England, UK.",2,Liked by less people in China,#FADD5C,1.7320508075688772
359,<div id='movie'><h1><b>Selected Movies</b></h1><P>Listen to Me Marlon: 1 vote</P></div>,"[2.6138, 6.48812]",Point,,2,Liked by less people in China,#FADD5C,1.0
360,<div id='movie'><h1><b>Selected Movies</b></h1><P>12 Years a Slave: 10 votes</p><p>Shame: 4 votes</p><p>Hunger: 1 vote</P></div>,"[-86.09155, 39.72166]",Point,"Steve McQueen's birthplace is Beech Grove, Indiana, USA.",2,Liked by less people in China,#FADD5C,3.872983346207417
361,<div id='movie'><h1><b>Selected Movies</b></h1><P>Locke: 1 vote</P></div>,"[-1.7299, 51.42132]",Point,"Steven Knight's birthplace is Marlborough, England, UK.",1,Liked by more people in America,#0600AD,1.0
362,<div id='movie'><h1><b>Selected Movies</b></h1><P>Che: 2 votes</p><p>Traffic: 2 votes</P></div>,"[-84.39111, 33.74831]",Point,"Steven Soderbergh's birthplace is Atlanta, Georgia, USA.",4,Liked by more people in China,#FA3B00,2.0
363,<div id='movie'><h1><b>Selected Movies</b></h1><P>AI: Artificial Intelligence: 4 votes</p><p>Minority Report: 2 votes</p><p>Munich: 2 votes</p><p>Lincoln: 1 vote</P></div>,"[-84.50413, 39.10713]",Point,"Steven Spielberg's birthplace is Cincinnati, Ohio, USA.",2,Liked by less people in China,#FADD5C,3.0
364,<div id='movie'><h1><b>Selected Movies</b></h1><P>Hazaaron Khwaishein Aisi: 1 vote</P></div>,"[2.6138, 6.48812]",Point,,1,Liked by more people in America,#0600AD,1.0
366,<div id='movie'><h1><b>Selected Movies</b></h1><P>Heaven's Story: 1 vote</P></div>,"[139.83023, 36.43001]",Point,"Takahisa Zeze's birthplace is Tochigi, Japan.",2,Liked by less people in China,#FADD5C,1.0
367,<div id='movie'><h1><b>Selected Movies</b></h1><P>The Blind Swordsman: Zatoichi: 1 vote</P></div>,"[139.80885, 35.68408]",Point,"Takeshi Kitano's birthplace is Tokyo, Japan.",2,Liked by less people in China,#FADD5C,1.0
368,<div id='movie'><h1><b>Selected Movies</b></h1><P>The Deep Blue Sea: 2 votes</p><p>The House of Mirth: 1 vote</P></div>,"[-2.9784, 53.41005]",Point,"Terence Davies's birthplace is Liverpool, England, UK.",2,Liked by less people in China,#FADD5C,1.7320508075688772
369,<div id='movie'><h1><b>Selected Movies</b></h1><P>The Tree of Life: 23 votes</p><p>The New World: 8 votes</p><p>The New World: 8 votes</p><p>Knight of Cups: 1 vote</P></div>,"[-88.84266, 41.34656]",Point,"Terrence Malick's birthplace is Ottawa, Illinois, USA.",2,Liked by less people in China,#FADD5C,6.324555320336759
370,<div id='movie'><h1><b>Selected Movies</b></h1><P>Hotel Rwanda: 1 vote</P></div>,"[-5.93455, 54.59534]",Point,"Terry George's birthplace is Belfast, Northern Ireland, UK.",2,Liked by less people in China,#FADD5C,1.0
371,<div id='movie'><h1><b>Selected Movies</b></h1><P>Ghost World: 2 votes</P></div>,"[-88.41714, 44.26178]",Point,"Terry Zwigoff's birthplace is Appleton, Wisconsin, USA.",2,Liked by less people in China,#FADD5C,1.4142135623730951
373,<div id='movie'><h1><b>Selected Movies</b></h1><P>The Hunt: 1 vote</P></div>,"[12.56756, 55.67567]",Point,"Thomas Vinterberg's birthplace is Copenhagen, Denmark.",4,Liked by more people in China,#FA3B00,1.0
374,<div id='movie'><h1><b>Selected Movies</b></h1><P>Paan Singh Tomar: 1 vote</P></div>,"[2.6138, 6.48812]",Point,,1,Liked by more people in America,#0600AD,1.0
375,<div id='movie'><h1><b>Selected Movies</b></h1><P>Carol: 6 votes</p><p>Far From Heaven: 5 votes</p><p>I’m Not There: 1 vote</P></div>,"[-118.24545, 34.05357]",Point,"Todd Haynes's birthplace is Los Angeles, California, USA.",2,Liked by less people in China,#FADD5C,3.4641016151377544
376,<div id='movie'><h1><b>Selected Movies</b></h1><P>A Single Man: 1 vote</P></div>,"[-97.74299, 30.26759]",Point,"Tom Ford's birthplace is Austin, Texas, USA.",2,Liked by less people in China,#FADD5C,1.0
377,<div id='movie'><h1><b>Selected Movies</b></h1><P>The King’s Speech: 1 vote</P></div>,"[-0.12719, 51.50643]",Point,"Tom Hooper's birthplace is London, England, UK.",2,Liked by less people in China,#FADD5C,1.0
378,<div id='movie'><h1><b>Selected Movies</b></h1><P>Spotlight: 4 votes</P></div>,"[-74.40226, 40.70967]",Point,"Tom McCarthy's birthplace is New Providence, New Jersey, USA.",2,Liked by less people in China,#FADD5C,2.0
379,<div id='movie'><h1><b>Selected Movies</b></h1><P>Let the Right One In: 3 votes</p><p>Tinker Tailor Soldier Spy: 1 vote</P></div>,"[18.13291, 59.36523]",Point,"Tomas Alfredson's birthplace is Lidingö, Stockholms län, Sweden.",2,Liked by less people in China,#FADD5C,2.0
381,<div id='movie'><h1><b>Selected Movies</b></h1><P>The Three Burials of Melquiades Estrada: 1 vote</P></div>,"[-98.71651, 31.19583]",Point,"Tommy Lee Jones's birthplace is San Saba, Texas, USA.",2,Liked by less people in China,#FADD5C,1.0
382,<div id='movie'><h1><b>Selected Movies</b></h1><P>Michael Clayton: 2 votes</P></div>,"[-74.00602, 40.71451]",Point,"Tony Gilroy's birthplace is Manhattan, New York City, New York, USA.",1,Liked by more people in America,#0600AD,1.4142135623730951
383,<div id='movie'><h1><b>Selected Movies</b></h1><P>Déjà Vu: 1 vote</P></div>,"[-1.44615, 55.01055]",Point,"Tony Scott's birthplace is North Shields, Northumberland, England, UK.",2,Liked by less people in China,#FADD5C,1.0
384,<div id='movie'><h1><b>Selected Movies</b></h1><P>An Injury to One: 1 vote</P></div>,"[-104.99202, 39.74001]",Point,"Travis Wilkerson's birthplace is Denver, Colorado, USA.",1,Liked by more people in America,#0600AD,1.0
385,<div id='movie'><h1><b>Selected Movies</b></h1><P>Team America: World Police: 1 vote</P></div>,"[-105.19796, 39.40163]",Point,"Trey Parker's birthplace is Conifer, Colorado, USA.",2,Liked by less people in China,#FADD5C,1.0
386,"<div id='movie'><h1><b>Selected Movies</b></h1><P>Goodbye, Dragon Inn: 1 vote</p><p>I Don't Want to Sleep Alone: 1 vote</p><p>Journey to the West: 1 vote</p><p>Stray Dogs: 1 vote</p><p>What Time Is It There?: 1 vote</P></div>","[2.6138, 6.48812]",Point,,4,Liked by more people in China,#FA3B00,2.23606797749979
387,<div id='movie'><h1><b>Selected Movies</b></h1><P>The Baader Meinhof Complex: 1 vote</P></div>,"[7.56018, 47.81394]",Point,"Uli Edel's birthplace is Neuenburg am Rhein, Germany.",2,Liked by less people in China,#FADD5C,1.0
388,<div id='movie'><h1><b>Selected Movies</b></h1><P>Import Export: 1 vote</P></div>,"[16.36842, 48.20263]",Point,"Ulrich Seidl's birthplace is Vienna, Austria.",2,Liked by less people in China,#FADD5C,1.0
389,<div id='movie'><h1><b>Selected Movies</b></h1><P>Longing: 1 vote</P></div>,"[7.95894, 51.50445]",Point,"Valeska Grisebach's birthplace is Bremen, West Germany [now Germany].",4,Liked by more people in China,#FA3B00,1.0
390,<div id='movie'><h1><b>Selected Movies</b></h1><P>Udaan: 1 vote</P></div>,"[72.88235, 19.14045]",Point,"Vikramaditya Motwane's birthplace is Bombay, India.",1,Liked by more people in America,#0600AD,1.0
391,<div id='movie'><h1><b>Selected Movies</b></h1><P>Persepolis: 3 votes</P></div>,"[2.6138, 6.48812]",Point,,4,Liked by more people in China,#FA3B00,1.7320508075688772
392,<div id='movie'><h1><b>Selected Movies</b></h1><P>Maqbool: 2 votes</P></div>,"[2.6138, 6.48812]",Point,,1,Liked by more people in America,#0600AD,1.4142135623730951
393,<div id='movie'><h1><b>Selected Movies</b></h1><P>Lifeline: 1 vote</P></div>,"[-3.00097, 43.31077]",Point,"Víctor Erice's birthplace is Karrantza, Vizcaya, País Vasco, Spain.",2,Liked by less people in China,#FADD5C,1.0
394,<div id='movie'><h1><b>Selected Movies</b></h1><P>Sumas y Restas: 1 vote</P></div>,"[-75.57457, 6.24589]",Point,"Víctor Gaviria's birthplace is Medellin, Colombia.",2,Liked by less people in China,#FADD5C,1.0
395,<div id='movie'><h1><b>Selected Movies</b></h1><P>Tie Xi Qu: West of the Tracks: 2 votes</P></div>,"[-94.33519, 30.04732]",Point,"Wang Bing's birthplace is Xi'an, Shaanxi, China.",4,Liked by more people in China,#FA3B00,1.4142135623730951
396,<div id='movie'><h1><b>Selected Movies</b></h1><P>Samson & Delilah: 1 vote</P></div>,"[133.88131, -23.70267]",Point,"Warwick Thornton's birthplace is Alice Springs, Northern Territory, Australia.",1,Liked by more people in America,#0600AD,1.0
397,<div id='movie'><h1><b>Selected Movies</b></h1><P>The Sapphires: 1 vote</P></div>,"[152.46081, -31.9135]",Point,"Wayne Blair's birthplace is Taree, New South Wales, Australia.",1,Liked by more people in America,#0600AD,1.0
398,<div id='movie'><h1><b>Selected Movies</b></h1><P>Grizzly Man: 4 votes</p><p>Bad Lieutenant: Port of Call New Orleans: 1 vote</p><p>Cave of Forgotten Dreams: 1 vote</P></div>,"[11.57754, 48.13641]",Point,"Werner Herzog's birthplace is Munich, Bavaria, Germany.",2,Liked by less people in China,#FADD5C,2.449489742783178
399,<div id='movie'><h1><b>Selected Movies</b></h1><P>The Grand Budapest Hotel: 12 votes</p><p>The Royal Tenenbaums: 7 votes</p><p>Moonrise Kingdom: 5 votes</p><p>Fantastic Mr Fox: 4 votes</p><p>Fantastic Mr Fox: 4 votes</P></div>,"[-95.36952, 29.76078]",Point,"Wes Anderson's birthplace is Houston, Texas, USA.",2,Liked by less people in China,#FADD5C,5.656854249492381
400,<div id='movie'><h1><b>Selected Movies</b></h1><P>A Commuter’s Life (What a Life!): 1 vote</P></div>,"[2.6138, 6.48812]",Point,,1,Liked by more people in America,#0600AD,1.0
401,<div id='movie'><h1><b>Selected Movies</b></h1><P>Love & Friendship: 1 vote</P></div>,"[-77.03196, 38.89037]",Point,"Whit Stillman's birthplace is Washington, District of Columbia, USA.",2,Liked by less people in China,#FADD5C,1.0
402,<div id='movie'><h1><b>Selected Movies</b></h1><P>Good Bye Lenin!: 2 votes</P></div>,"[7.76787, 51.38202]",Point,"Wolfgang Becker's birthplace is Hemer, North Rhine-Westphalia, Germany.",2,Liked by less people in China,#FADD5C,1.4142135623730951
403,<div id='movie'><h1><b>Selected Movies</b></h1><P>In the Mood for Love: 49 votes</p><p>2046: 2 votes</P></div>,"[121.4747, 31.25516]",Point,"Wong Kar-wai's birthplace is Shanghai, China.",4,Liked by more people in China,#FA3B00,7.14142842854285
404,<div id='movie'><h1><b>Selected Movies</b></h1><P>Match Point: 1 vote</p><p>You Will Meet a Tall Dark Stranger: 1 vote</P></div>,"[-73.84899, 40.85107]",Point,"Woody Allen's birthplace is Bronx, New York City, New York, USA.",2,Liked by less people in China,#FADD5C,1.4142135623730951
405,<div id='movie'><h1><b>Selected Movies</b></h1><P>Of Gods and Men: 1 vote</P></div>,"[2.46708, 50.50412]",Point,"Xavier Beauvois's birthplace is Auchel, Pas-de-Calais, France.",2,Liked by less people in China,#FADD5C,1.0
406,<div id='movie'><h1><b>Selected Movies</b></h1><P>Mommy: 3 votes</P></div>,"[-73.55469, 45.5124]",Point,"Xavier Dolan's birthplace is Montreal, Quebec, Canada.",2,Liked by less people in China,#FADD5C,1.7320508075688772
407,<div id='movie'><h1><b>Selected Movies</b></h1><P>Human: 1 vote</P></div>,"[2.3414, 48.85717]",Point,"Yann Arthus-Bertrand's birthplace is Paris, France.",2,Liked by less people in China,#FADD5C,1.0
408,<div id='movie'><h1><b>Selected Movies</b></h1><P>Oh! Man: 1 vote</P></div>,"[2.6138, 6.48812]",Point,,2,Liked by less people in China,#FADD5C,1.0
409,<div id='movie'><h1><b>Selected Movies</b></h1><P>Dogtooth: 2 votes</p><p>The Lobster: 1 vote</P></div>,"[23.7364, 37.97614]",Point,"Yorgos Lanthimos's birthplace is Athens, Greece.",2,Liked by less people in China,#FADD5C,1.7320508075688772
410,<div id='movie'><h1><b>Selected Movies</b></h1><P>Hero: 2 votes</p><p>Coming Home: 1 vote</p><p>House of Flying Daggers: 1 vote</P></div>,"[-94.33519, 30.04732]",Point,"Zhang Yimou's birthplace is Xi'an, Shaanxi, China.",4,Liked by more people in China,#FA3B00,2.0
411,<div id='movie'><h1><b>Selected Movies</b></h1><P>The Lady and the Duke: 1 vote</p><p>The Romance of Astrea and Celadon: 1 vote</p><p>Triple Agent: 1 vote</P></div>,"[1.75657, 45.25911]",Point,"Éric Rohmer's birthplace is Tulle, Corrèze, France.",2,Liked by less people in China,#FADD5C,1.7320508075688772
