movie_name,movie_director,movie_year,movie_rank,critic_name,critic_org,critic_cn,birth_place,geometry.coordinates,douban_rate,douban_ppl,imdb_name,imdb_rate,storyline,imdb_ppl1,rate_dif,ppl_dif
Leviathan,Andrey Zvyagintsev,2014,6,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,"Novosibirsk, Novosibirskaya oblast, RSFSR, USSR [now Russia]","[82.93574, 54.96165]",7.8,1854.0, Leviathan (1989) ,5.8,Underwater deep-sea miners encounter a Soviet wreck and bring back a dangerous cargo to their base on the ocean floor with horrifying results. The crew of the mining base must fight to survive against a genetic mutation that hunts them down one by one. —Keith Loh <loh@sfu.ca>,20000.0,2.0,-18146.0
Tabu,Miguel Gomes,2012,7,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,"Lisbon, Portugal","[-9.14948, 38.72639]",7.5,1932.0," Taboo (2017) (TV Series) aka ""Tabu"" ",8.4,"James Keziah Delaney returns to 1814 London after 10 years in Africa to discover that he has been left a mysterious legacy by his father. Driven to wage war on those who have wronged him, Delaney finds himself in a face-off against the East India Company, whilst playing a dangerous game between two warring nations, Britain and America.",123000.0,-0.9000000000000004,-121068.0
The Sky Trembles and the Earth Is Afraid and the Two Eyes Are Not Brothers,Ben Rivers,2015,8,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,"Somerset, England, UK","[-3.04354, 51.06249]",6.5,89.0, The Sky Trembles and the Earth Is Afraid and the Two Eyes Are Not Brothers (2015) ,6.2,"At the heart of the film's multiple narratives is an adaptation of A Distant Episode, the savage short story set in Morocco by American author Paul Bowles, first published in 1947. Moving between documentary, fiction and fable, ""The Sky Trembles and the Earth Is Afraid and the Two Eyes Are Not Brothers"" observes its protagonist, filmmaker Oliver Laxe, directing his own film Las Mimosas in Morocco, only to walk off set and into Rivers' narrative. Shot against the staggering beauty of the Moroccan landscape, from the rugged terrain of the Atlas Mountains to the stark and surreal emptiness of the Sahara, with its encroaching sands and abandoned film sets, Laxe is drawn into a hallucinatory and perilous adventure of cruelty and madness to form a multi-layered excavation into the illusion of cinema itself. ""In a café in Morocco, about 50 years ago, Paul Bowles overheard a man, high on kif, say the title of this film. And so he wrote a story around this statement, a story that moves between different planes of reality. I read the story, and the story behind the story, and the strange phrase kept circling around my mind, creating images and dreams. This film is a manifestation of these images, along with obsessions about cinema and how far we will go to make it"". Oliver Laxe.",246.0,0.2999999999999998,-157.0
From What Is Before,Lav Diaz,2014,9,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,"Datu Paglas, Maguindanao, Mindanao, Philippines","[124.85332, 6.78103]",7.6,260.0, From What Is Before (2014) ,7.8,"The Philippines, 1972. Mysterious things are happening in a remote barrio. Wails are heard from the forest, cows are hacked to death, a man is found bleeding to death at the crossroad and houses are burned. Ferdinand E. Marcos announces Proclamation No. 1081 putting the entire country under Martial Law. —World Premieres Film Festival",672.0,-0.20000000000000018,-412.0
Lost and Beautiful,Pietro Marcello,2015,10,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,"Caserta, Campania, Italy","[14.33161, 41.07014]",7.5,305.0, Lost and Beautiful (2015) ,6.3,"The foolish servant Pulcinella is sent from the depths of Mt. Vesuvius to present-day Campania to honor the last wishes of the poor shepherd Tommaso: his mission is to save a young buffalo called Sarchiapone. Pulcinella finds the animal at the former royal palace of Carditello, where Tommaso had looked after the ruined Bourbon estate in the heart of the Land of Fires. He takes the buffalo off to the north and the two servants, man and beast, travel through a beautiful and lost Italy, but their long journey's end does not bring what they were hoping for.",515.0,1.2000000000000002,-210.0
The Tree of Life,Terrence Malick,2011,1,Jordan Raup,The Film Stage,US,"Ottawa, Illinois, USA","[-88.84266, 41.34656]",7.1,41274.0, The Tree of Life (2011) ,6.8,"The impressionistic story of a Texas family in the 1950s. The film follows the life journey of the eldest son, Jack, through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father (Brad Pitt). Jack (played as an adult by Sean Penn) finds himself a lost soul in the modern world, seeking answers to the origins and meaning of life while questioning the existence of faith. —alfiehitchie",173000.0,0.2999999999999998,-131726.0
In the Mood for Love,Wong Kar-wai,2000,2,Jordan Raup,The Film Stage,US,"Shanghai, China","[121.4747, 31.25516]",8.7,507976.0, In the Mood for Love (2000) ,8.1,"Set in Hong Kong, 1962, Chow Mo-Wan is a newspaper editor who moves into a new building with his wife. At the same time, Su Li-zhen, a beautiful secretary and her executive husband also move in to the crowded building. With their spouses often away, Chow and Li-zhen spend most of their time together as friends. They have everything in common from noodle shops to martial arts. Soon, they are shocked to discover that their spouses are having an affair. Hurt and angry, they find comfort in their growing friendship even as they resolve not to be like their unfaithful mates. —Anonymous",140000.0,0.5999999999999996,367976.0
The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik,2007,3,Jordan Raup,The Film Stage,US,"Wellington, New Zealand","[174.7769, -41.28952]",7.6,21389.0, The Assassination of Jesse James by the Coward Robert Ford (2007) ,7.5,"Taking place in Missouri in the early 1880s, the film dramatizes the last seven months in the life of famed outlaw Jesse James, beginning with the Blue Cut train robbery of 1881 and culminating in his assassination at the hands of Robert Ford the following April. In the time between these two fateful events, the young and jealous Ford befriends the increasingly mistrustful outlaw, even as he plots his demise. —Cole Matthews",176000.0,0.09999999999999964,-154611.0
Inside Llewyn Davis,Joel and Ethan Coen,2013,4,Jordan Raup,The Film Stage,US,,"[2.6138, 6.48812]",8.1,114304.0, Inside Llewyn Davis (2013) ,7.5,"Follow a week in the life of a young folk singer as he navigates the Greenwich Village folk scene of 1961. Guitar in tow, huddled against the unforgiving New York winter, he is struggling to make it as a musician against seemingly insurmountable obstacles -- some of them of his own making. —Production",148000.0,0.5999999999999996,-33696.0
Zodiac,David Fincher,2007,5,Jordan Raup,The Film Stage,US,"Denver, Colorado, USA","[-104.99202, 39.74001]",7.4,168230.0, Zodiac (2007) ,7.7,"A serial killer in the San Francisco Bay Area taunts police with his letters and cryptic messages. We follow the investigators and reporters in this lightly fictionalized account of the true 1970's case as they search for the murderer, becoming obsessed with the case. Based on Robert Graysmith's book, the movie's focus is the lives and careers of the detectives and newspaper people. —tom day",506000.0,-0.2999999999999998,-337770.0
Inherent Vice,Paul Thomas Anderson,2014,6,Jordan Raup,The Film Stage,US,"Studio City, California, USA","[-118.39561, 34.14453]",7.1,10527.0, Inherent Vice (2014) ,6.7,"During the psychedelic 60s and 70s Larry ""Doc"" Sportello is surprised by his former girlfriend and her plot for her billionaire boyfriend, his wife, and her boyfriend. A plan for kidnapping gets shaken up by the oddball characters entangled in this groovy kidnapping romp based upon the novel by Thomas Pynchon. —bignicknasty97",100000.0,0.39999999999999947,-89473.0
Children of Men,Alfonso Cuarón,2006,7,Jordan Raup,The Film Stage,US,,,7.6,70424.0, Children of Men (2006) ,7.9,"London, 2027. In this dystopian world, humans have been incapable of reproducing for eighteen years for an unknown reason, meaning the imminent extinction of the species. Britain is the one remaining civilized society on the planet, which has resulted in people wanting to immigrate there. As such, it has become a police state in order to handle the immigrants, who are placed into refugee camps. Lowly government bureaucrat Theo Faron, once an activist, is approached by the Fishes, deemed a terrorist group, led by his ex-wife Julian Taylor, who he has not seen in close to twenty years, their marriage which disintegrated following the death of their infant son Dylan during the 2008 flu pandemic. Although the Fishes did use terrorist means in their on-going revolution against the state in the fight for immigrant rights, Julian vows that they now garner support solely by speaking to the people. What she wants is for Theo to use his connections to get transit papers for a young immigrant woman named Kee who needs to get to the coast. Although initially reluctant to do it because of the difficulty, Theo is able to grant Julian this favor, however with the change that he now needs to accompany Kee on her journey. As Theo and Kee progress on that journey, Theo learns more and more about what's going on, including the reason that Kee needs to get to the coast, the fact that no one in the group knows if their end destination even exists, and that his and Kee's lives are in greater danger than he believed when they started the journey. But Theo's sole mission becomes to help Kee at any cost for the survival of the species. —Huggo",484000.0,-0.3000000000000007,-413576.0
Lost in Translation,Sofia Coppola,2003,8,Jordan Raup,The Film Stage,US,"New York City, New York, USA","[-74.00714, 40.71455]",7.7,199291.0, Lost in Translation (2003) ,7.7,"Middle-aged American movie star Bob Harris is in Tokyo to film a personal endorsement Suntory whiskey ad solely for the Japanese market. He is past his movie star prime, but his name and image still have enough cachet for him to have gotten this lucrative $2 million job. He has an unsatisfying home life where his wife Lydia follows him wherever he goes - in the form of messages and faxes - for him to deal with the minutiae of their everyday lives, while she stays at home to look after their kids. Staying at the same upscale hotel is fellow American, twenty-something recent Yale Philosophy graduate Charlotte, her husband John, an entertainment still photographer, who is on assignment in Japan. As such, she is largely left to her own devices in the city, especially when his job takes him out of Tokyo. Both Bob and Charlotte are feeling lost by their current situations, which are not helped by the cultural barriers they feel in Tokyo, those cultural barriers extending far beyond just not knowing the language. After a few chance encounters in the hotel, they end up spending much of their time hanging out together, each helping the other deal with their feelings of loss in their current lives. The friendship that develops between the two, which is not always a bumpy-free one, may be just for this specific place and time, but it may also have long lasting implications. —Huggo",437000.0,0.0,-237709.0
25th Hour,Spike Lee,2002,9,Jordan Raup,The Film Stage,US,"Atlanta, Georgia, USA","[-84.39111, 33.74831]",7.9,21828.0, 25th Hour (2002) ,7.6,"The 25th Hour depicts the last day of freedom for a young man before he begins serving a seven-year jail term for drug dealing. Prowling through the city until dawn with his two close male friends and his girlfriend, he is forced to re-examine his life and how he got himself into his predicament, which leads to a shocking, disturbing finale. —Justin Harris <jharris316@yahoo.com>",176000.0,0.3000000000000007,-154172.0
Carol,Todd Haynes,2015,10,Jordan Raup,The Film Stage,US,"Los Angeles, California, USA","[-118.24545, 34.05357]",8.4,248007.0, Carol (2015) ,7.3,"In an adaptation of Patricia Highsmith's seminal novel The Price of Salt, CAROL follows two women from very different backgrounds who find themselves in an unexpected love affair in 1950s New York. As conventional norms of the time challenge their undeniable attraction, an honest story emerges to reveal the resilience of the heart in the face of change. A young woman in her 20s, Therese Belivet (Rooney Mara), is a clerk working in a Manhattan department store and dreaming of a more fulfilling life when she meets Carol (Cate Blanchett), an alluring woman trapped in a loveless, convenient marriage. As an immediate connection sparks between them, the innocence of their first encounter dims and their connection deepens. While Carol breaks free from the confines of marriage, her husband (Kyle Chandler) begins to question her competence as a mother as her involvement with Therese and close relationship with her best friend Abby (Sarah Paulson) come to light. —The Weinstein Company",124000.0,1.1000000000000005,124007.0
Mulholland Drive,David Lynch,2001,1,Isabelle Regnier,Le Monde,France,"Missoula, Montana, USA","[-113.99625, 46.87278]",8.4,386383.0, Mulholland Drive (2001) ,7.9,"Still untarnished by the false promises of the rapacious film industry, the wide-eyed actress, Betty, sets foot on bustling, sun-kissed Hollywood. Brimming with hope, and eager to spread her wings and prove her worth, Betty moves in Aunt Ruth's expensive apartment, unbeknownst to her, however, that fate has other plans in store for her, setting the stage for life-altering experiences with the unexpected, the indecipherable, and the unknown. Now, in the centre of an elaborate labyrinth of half-truths, faded memories, unrequited loves, and dangerous encounters with the city's ugly face lies a strange key to a mysterious keyhole, an even stranger indigo-blue cube, the young director, Adam, and one cryptic woman: the amnesiac brunette and devilishly seductive car-crash survivor, Rita. But, time flies and Rita's opaque past demands answers. After all, both women deserve the truth. What is the secret of the serpentine, dream-crushing Mulholland Drive? —Nick Riganas",341000.0,0.5,45383.0
The Captive,Chantal Akerman,2000,2,Isabelle Regnier,Le Monde,France,"Brussels, Belgium","[4.35609, 50.84439]",7.1,709.0, The Captive (I) (2014) ,5.9,"Teenager Cassandra is locked up against her will unable to contact her family to let them know she's still alive. Flashback to eight years ago when 9-year-old Cass was abducted from her father's truck and he goes straight to the authorities who immediately peg him as the prime suspect. Eight years later, her father, Matthew, is still being investigated by the police who are also trying to crack the bigger problem of crimes against children, Matthew's marriage has deteriorated and leads in the case are hard to come by. So much time but so little has changed and it's going to be up to Matthew and Cassandra herself to repair the estranged family. —Anne Campbell",33000.0,1.1999999999999993,-32291.0
Tie Xi Qu: West of the Tracks,Wang Bing,2002,3,Isabelle Regnier,Le Monde,France,"Xi'an, Shaanxi, China","[-94.33519, 30.04732]",8.5,6068.0, Tie Xi Qu: West of the Tracks (2002) ,8.4,"The impact of the decline of heavy industry on workers and their families in the Tiexi district of Shenyang, China, at the turn of the 21st century, documented unflinchingly by a fly-on-the-wall camera.",1100.0,0.09999999999999964,4968.0
The Yards,James Gray,2000,4,Isabelle Regnier,Le Monde,France,"New York City, New York, USA","[-74.00714, 40.71455]",6.8,269.0, The Yards (2000) ,6.4,"In the rail yards of Queens, contractors repair and rebuild the city's subway cars. These contracts are lucrative, so graft and corruption are rife. When Leo Handler gets out of prison, he finds his aunt married to Frank Olchin, one of the big contractors; he's battling with a minority-owned firm for contracts. Willie Gutierrez, Leo's best friend, is Frank's bag man and heads a crew of midnight saboteurs who ruin the work of the Puerto Rican-owned firm. Leo needs a job, so Willie pays him to be his back-up. Then things go badly wrong one night, a cop IDs Leo, and everyone now wants him out of the picture. Besides his ailing mom and his cousin Erica, to whom can Leo turn? —<jhailey@hotmail.com>",21000.0,0.39999999999999947,-20731.0
Platform,Jia Zhangke,2000,5,Isabelle Regnier,Le Monde,France,,"[2.6138, 6.48812]",7.8,272331.0, The Platform (2019) ,7.0,"A mysterious place, an indescribable prison, a deep hole. An unknown number of levels. Two inmates living on each level. A descending platform containing food for all of them. An inhuman fight for survival, but also an opportunity for solidarity. —yusufpiskin",196000.0,0.7999999999999998,76331.0
Shara,Naomi Kawase,2003,6,Isabelle Regnier,Le Monde,France,"Nara, Japan","[135.81506, 34.68675]",7.7,1953.0, Sharasôju (2003) ,7.4,"The Aso family live in the old town of Nara. One Day, Kei, one of the Aso's twin boys suddenly disappears. Five years later seventeen-year old Shun, the remaining twin, is an art student. He now has to move forward with his life, together with his childhood friend, Yu. —JeanH",1700.0,0.2999999999999998,253.0
Ten,Abbas Kiarostami,2002,7,Isabelle Regnier,Le Monde,France,"Tehran, Iran","[51.41503, 35.68877]",8.5,20998.0," 10 (1979) aka ""Blåst på konfekten"" ",6.1,"Forty-two year old famed composer and playwright George Webber (Dudley Moore) is going through a midlife crisis. He is seriously dating thirty-eight year old actress and singer Samantha Taylor (Dame Julie Andrews), who he loves, although he admits their connection is more intellectual than it is emotional. She, in turn, loves him, despite barely tolerating his often infantile behavior. This behavior includes spying on a neighbor's sexual encounters with a wide array of women, this spying about which the neighbor knows, as he does it himself. Driving one day, George spots a young woman who he believes is the most beautiful creature he's ever seen - an ""eleven"" on a scale of ten, tens which he didn't believe existed before her. Beyond the fact that she is probably half his age, a problem with George's infatuation is that she is just off to her own wedding. George and Sam's relationship takes a hit with an argument which is further exacerbated by a series of misunderstandings. As such, George decides to pursue the woman of his dreams with all of his energy. He learns her name is Jenny Miles, now married Jenny Hanley (Bo Derek), and he is able to follow her to a Mexican resort where she and her husband David Hanley (Sam J. Jones) are honeymooning. In his pursuit of Jenny, his encounter with a lonely woman named Mary Lewis (Dee Wallace), who is vacationing at the resort, and his discussions with his gay lyricist Hugh (Robert Webber) concerning his relationship with his much younger trophy husband Larry (Walter George Alton), George may come to a clearer picture of what he is doing in Mexico, and how he truly feels about Sam. —Huggo",17000.0,2.4000000000000004,3998.0
Twixt,Francis Ford Coppola,2011,8,Isabelle Regnier,Le Monde,France,"Detroit, Michigan, USA","[-83.048, 42.33168]",5.9,822.0, Twixt (2011) ,4.8,"A writer with a declining career arrives in a small town as part of his book tour and gets caught up in a murder mystery involving a young girl. That night in a dream, he is approached by a mysterious young ghost named V. He's unsure of her connection to the murder in the town, but is grateful for the story being handed to him. Ultimately he is led to the truth of the story, surprised to find that the ending has more to do with his own life than he could ever have anticipated. —Production",11000.0,1.1000000000000005,-10178.0
To Die Like a Man,João Pedro Rodrigues,2009,9,Isabelle Regnier,Le Monde,France,"Lisbon, Portugal","[-9.14948, 38.72639]",6.9,426.0," Morrer Como Um Homem (2009) aka ""To die like a man"" ",6.4,A transgender woman tries to erase any past history of herself as a male. Struggling with a young male lover and a problematic son.,1100.0,0.5,-674.0
Spring Breakers,Harmony Korine,2012,10,Isabelle Regnier,Le Monde,France,"Bolinas, California, USA","[-122.68936, 37.91072]",5.6,13384.0, Spring Breakers (2012) ,5.3,"Brit, Candy, Cotty, and Faith have been best friends since grade school. They live together in a boring college dorm and are hungry for adventure. All they have to do is save enough money for spring break to get their shot at having some real fun. A serendipitous encounter with rapper ""Alien"" promises to provide the girls with all the thrill and excitement they could hope for. With the encouragement of their new friend, it soon becomes unclear how far the girls are willing to go to experience a spring break they will never forget. —Muse Productions",140000.0,0.2999999999999998,-126616.0
The Diving Bell and the Butterfly,Julian Schnabel,2007,1,Mauricio Reina,El Tiempo,Colombia,"Brooklyn, New York, USA","[-73.99036, 40.69245]",7.9,37860.0, The Diving Bell and the Butterfly (2007) ,8.0,"Forty-three year old Elle magazine editor Jean-Dominique Bauby - Jean-Do to his friends - awakens not knowing where he is. He is in a Berck-sur-Mer hospital, where he has been for the past several weeks in a coma after suffering a massive stroke. Although his cognitive facilities are intact, he quickly learns that he has what is called locked-in syndrome which has resulted in him being almost completely paralyzed, including not being able to speak. One of his few functioning muscles is his left eye. His physical situation and hospitalization uncomfortably bring together the many people in his life, including: Céline Desmoulins, his ex-lover and mother of his children; Inès, his current lover; and his aged father who he calls Papinou. Among his compassionate recuperative team are his physical therapist Marie, and his speech therapist Henriette. Henriette eventually teaches him to communicate using a system where he spells out words: she reads out the letters of the alphabet in descending order of their use in the French language, and he blinks his functioning left eye when she reaches the appropriate letter. Although frustrating at start, he learns to communicate effectively but slowly using this method, so much so that with the help of Claude, a full time translator, he decides on the monumental and seemingly impossible task to keep to his pre-injury commitment of writing a book, changing its focus to life in his current state. —Huggo",106000.0,-0.09999999999999964,-68140.0
Blue Is the Warmest Color,Abdellatif Kechiche,2013,2,Mauricio Reina,El Tiempo,Colombia,"Tunis, Tunisia","[10.1827, 36.80001]",8.4,217380.0," Blue Is the Warmest Colour (2013) aka ""Blue Is the Warmest Color"" ",7.7,"Adèle is a high school student who is beginning to explore herself as a woman. She dates men but finds no satisfaction with them sexually, and is rejected by a female friend who she does desire. She dreams of something more. She meets Emma who is a free spirited girl whom Adèle's friends reject due to her sexuality, and by association most begin to reject Adèle. Her relationship with Emma grows into more than just friends as she is the only person with whom she can express herself openly. Together, Adèle and Emma explore social acceptance, sexuality, and the emotional spectrum of their maturing relationship. —ahmetkozan",146000.0,0.7000000000000002,71380.0
Let the Right One In,Tomas Alfredson,2008,3,Mauricio Reina,El Tiempo,Colombia,"Lidingö, Stockholms län, Sweden","[18.13291, 59.36523]",7.6,43060.0, Let the Right One In (2008) ,7.9,"Oskar, a bullied 12-year old, dreams of revenge. He falls in love with Eli, a peculiar girl. She can't stand the sun or food and to come into a room she needs to be invited. Eli gives Oskar the strength to hit back but when he realizes that Eli needs to drink other people's blood to live he's faced with a choice. How much can love forgive? Set in the Stockholm suburb of Blackeberg in 1982. —John Nordling, Producer",212000.0,-0.3000000000000007,-168940.0
The Act of Killing,Joshua Oppenheimer,2012,4,Mauricio Reina,El Tiempo,Colombia,"Texas, USA","[-97.74299, 30.26759]",8.4,7997.0, The Act of Killing (2012) ,8.2,"A documentary which challenges former Indonesian death-squad leaders to reenact their mass-killings in whichever cinematic genres they wish, including classic Hollywood crime scenarios and lavish musical numbers.",37000.0,0.20000000000000107,-29003.0
Pan's Labyrinth,Guillermo Del Toro,2006,5,Mauricio Reina,El Tiempo,Colombia,"Guadalajara, Jalisco, Mexico","[-103.35104, 20.68758]",7.9,203028.0, Pan's Labyrinth (2006) ,8.2,"In 1944 Falangist Spain, a girl, fascinated with fairy-tales, is sent along with her pregnant mother to live with her new stepfather, a ruthless captain of the Spanish army. During the night, she meets a fairy who takes her to an old faun in the center of the labyrinth. He tells her she's a princess, but must prove her royalty by surviving three gruesome tasks. If she fails, she will never prove herself to be the true princess and will never see her real father, the king, again. —ahmetkozan",644000.0,-0.29999999999999893,-440972.0
There Will Be Blood,Paul Thomas Anderson,2007,6,Mauricio Reina,El Tiempo,Colombia,"Studio City, California, USA","[-118.39561, 34.14453]",8.4,64423.0, There Will Be Blood (2007) ,8.2,"The intersecting life stories of Daniel Plainview and Eli Sunday in early twentieth century California is presented. Miner turn oilman Daniel Plainview is a driven man who will do whatever it takes to achieve his goals. He works hard but he also takes advantage of those around him at their expense if need be. His business partner is his son H.W., who in reality he ""acquired"" when H.W.'s biological single father, who worked on one of Daniel's rigs, got killed in a workplace accident. Daniel is deeply protective of H.W. if only for what H.W. brings to the partnership. Eli Sunday is one in a pair of twins, whose family farm Daniel purchases for the major oil deposit located on it. Eli, the local preacher and a self-proclaimed faith healer, wants the money from the sale of the property to finance his own church. The lives of the two competitive men often clash as Daniel pumps oil off the property and tries to acquire all the surrounding land at bargain prices to be able to build a pipeline to the coast, and as Eli tries to build his own religious empire. —Huggo",552000.0,0.20000000000000107,-487577.0
A Separation,Asghar Farhadi,2011,7,Mauricio Reina,El Tiempo,Colombia,,,8.7,227187.0, A Separation (2011) ,8.3,"Nader (Payman Maadi) and Simin (Leila Hatami) argue about living abroad. Simin prefers to live abroad to provide better opportunities for their only daughter, Termeh. However, Nader refuses to go because he thinks he must stay in Iran and take care of his father (Ali-Asghar Shahbazi), who suffers from Alzheimers. However, Simin is determined to get a divorce and leave the country with her daughter. —Amin Davoodi",234000.0,0.3999999999999986,-6813.0
A Prophet,Jacques Audiard,2009,8,Mauricio Reina,El Tiempo,Colombia,"Paris, France","[2.3414, 48.85717]",7.6,16057.0, A Prophet (2009) ,7.9,"Nineteen year-old Franco-Algerian Malik El Djebena is just starting his six year prison sentence in Brécourt. Although he has spent the better part of his life in juvenile detention, this stint is his first in an adult prison. Beyond the division of Corsicans and Muslims in the prison (the Corsicans who with their guard connections rule what happens in the prison), he has no known friends or enemies inside. He is just hoping to serve his time in peace and without incident, despite having no prospects once he's out of jail since he's illiterate and has no support outside of the prison. Due to logistics, the head of Corsican inmates, a sadistic mafioso named César Luciani, co-opts Malik as part of the Corsicans' activities, not only regarding what happens inside the prison, but also continued criminal activities outside. The innocent Malik has no idea what to do but cooperate. This move does not sit well with the other Corsicans, who only see Malik as a dirty Algerian, and the Muslims who now mistrust him. But as time goes on, Malik works to save himself while in prison, while setting up his life post prison on his own terms. Both his demon and his salvation in prison is the specter of one of the first people he really got to know during his incarceration. —Huggo",97000.0,-0.3000000000000007,-80943.0
WALL-E,Andrew Stanton,2008,9,Mauricio Reina,El Tiempo,Colombia,"Boston, Massachusetts, USA","[-71.05674, 42.35866]",9.3,1158370.0," WALL·E (2008) aka ""WALL-E"" ",8.4,"In a distant, but not so unrealistic, future where mankind has abandoned earth because it has become covered with trash from products sold by the powerful multi-national Buy N Large corporation, WALL-E, a garbage collecting robot has been left to clean up the mess. Mesmerized with trinkets of Earth's history and show tunes, WALL-E is alone on Earth except for a sprightly pet cockroach. One day, EVE, a sleek (and dangerous) reconnaissance robot, is sent to Earth to find proof that life is once again sustainable. WALL-E falls in love with EVE. WALL-E rescues EVE from a dust storm and shows her a living plant he found amongst the rubble. Consistent with her ""directive"", EVE takes the plant and automatically enters a deactivated state except for a blinking green beacon. WALL-E, doesn't understand what has happened to his new friend, but, true to his love, he protects her from wind, rain, and lightning, even as she is unresponsive. One day a massive ship comes to reclaim EVE, but WALL-E, out of love or loneliness, hitches a ride on the outside of the ship to rescue EVE. The ship arrives back at a large space cruise ship, which is carrying all of the humans who evacuated Earth 700 years earlier. The people of Earth ride around this space resort on hovering chairs which give them a constant feed of TV and video chatting. They drink all of their meals through a straw out of laziness and/or bone loss, and are all so fat that they can barely move. When the auto-pilot computer, acting on hastily-given instructions sent many centuries before, tries to prevent the people of Earth from returning by stealing the plant, WALL-E, EVE, the portly captain, and a band of broken robots stage a mutiny.",1100000.0,0.9000000000000004,58370.0
District 9,Neill Blomkamp,2009,10,Mauricio Reina,El Tiempo,Colombia,"Johannesburg, South Africa","[28.04006, -26.20491]",8.3,400866.0, District 9 (2009) ,7.9,"In 1982, a massive star ship bearing a bedraggled alien population, nicknamed ""The Prawns,"" appeared over Johannesburg, South Africa. Twenty-eight years later, the initial welcome by the human population has faded. The refugee camp where the aliens were located has deteriorated into a militarized ghetto called District 9, where they are confined and exploited in squalor. In 2010, the munitions corporation, Multi-National United, is contracted to forcibly evict the population with operative Wikus van der Merwe in charge. In this operation, Wikus is exposed to a strange alien chemical and must rely on the help of his only two new 'Prawn' friends. —Kenneth Chisholm (kchishol@rogers.com)",660000.0,0.40000000000000036,-259134.0
Certified Copy,Abbas Kiarostami,2010,1,Scott Renshaw,Salt Lake City Weekly,US,"Tehran, Iran","[51.41503, 35.68877]",8.0,18396.0, Certified Copy (2010) ,7.3,"James Miller has just written a book on the value of a copy versus the original work of art. At a book reading, a woman gives him her address, and the next day they meet and take a country-side drive to a local Italian village. Here, they discuss various works of art found in the town, and also the nature of their relationship - which gets both more revealed and concealed as the day progresses. —napierslogs",23000.0,0.7000000000000002,-4604.0
Inside Llewyn Davis,Joel and Ethan Coen,2013,2,Scott Renshaw,Salt Lake City Weekly,US,,"[2.6138, 6.48812]",8.1,114304.0, Inside Llewyn Davis (2013) ,7.5,"Follow a week in the life of a young folk singer as he navigates the Greenwich Village folk scene of 1961. Guitar in tow, huddled against the unforgiving New York winter, he is struggling to make it as a musician against seemingly insurmountable obstacles -- some of them of his own making. —Production",148000.0,0.5999999999999996,-33696.0
The Master,Paul Thomas Anderson,2012,3,Scott Renshaw,Salt Lake City Weekly,US,"Studio City, California, USA","[-118.39561, 34.14453]",7.4,17311.0, The Master (2012) ,7.2,"Following his discharge from the US Navy after WWII, Freddie Quell is having difficulties adjusting to non-military life partly due to his war experiences in the tropics. He has a violent temper. He is obsessed with sex, which is partly why he can't and won't commit to his teenaged girlfriend, Doris Solstad. And he is an alcoholic, drinking primarily concoctions he creates himself with dangerous ingredients. It is these factors in combination that lead to him being fired from one job after another, from department store portrait photographer to cabbage picker. Wandering one night in 1950 while drunk, he stumbles upon a yacht being used by Lancaster and Peggy Dodd, the yacht aboard which their daughter Elizabeth will get married. Feeling a connection to the stranger, Lancaster invites Freddie to stay aboard to work. In addition to that work, Lancaster indoctrinates him into his cult, named the Cause, which purports to do things as varied as cure serious maladies and create world peace. Peggy, Elizabeth and Elizabeth's husband Clark all subscribe to and support Lancaster's teachings. The only one of the Dodd family that doesn't is Lancaster and Peggy's son, Val Dodd, who believes his father is just making things up as he goes along. Because of being lost psychologically, Freddie is easy prey, he who is looking for something or someone to guide him to a higher plane. But as Freddie travels with the Dodd family as they spout the gospel, he and the Dodds may become at odds with each other if Freddie cannot or does not find from them and the Cause what he needs in life to survive emotionally. —Huggo",166000.0,0.20000000000000018,-148689.0
In the Mood for Love,Wong Kar-wai,2000,4,Scott Renshaw,Salt Lake City Weekly,US,"Shanghai, China","[121.4747, 31.25516]",8.7,507976.0, In the Mood for Love (2000) ,8.1,"Set in Hong Kong, 1962, Chow Mo-Wan is a newspaper editor who moves into a new building with his wife. At the same time, Su Li-zhen, a beautiful secretary and her executive husband also move in to the crowded building. With their spouses often away, Chow and Li-zhen spend most of their time together as friends. They have everything in common from noodle shops to martial arts. Soon, they are shocked to discover that their spouses are having an affair. Hurt and angry, they find comfort in their growing friendship even as they resolve not to be like their unfaithful mates. —Anonymous",140000.0,0.5999999999999996,367976.0
It's Such a Beautiful Day,Don Hertzfeldt,2012,5,Scott Renshaw,Salt Lake City Weekly,US,"Fremont, California, USA","[-121.9833, 37.55148]",8.4,1702.0, It's Such a Beautiful Day (2012) ,8.3,"Bill struggles to put together his shattered psyche, in this new feature film version of Don Hertzfeldt's animated short film trilogy.",13000.0,0.09999999999999964,-11298.0
